condition,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,noise_growth,30,SINDy-STLSQ,78.0,0.6195558596823827,0.28608062930392275,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),30.0,-0.4508250476403627,-0.009012316491490896,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),38.0,0.2469758901316641,-0.003376258113735431,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),46.0,0.38816506174972887,-0.012891155264070558,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),54.0,0.004265934846130248,0.051665102210885744,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),62.0,-0.4790057441275014,0.07059283016048687,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),70.0,0.6454141199191743,0.13838858129217804,True
baseline,noise_growth,31,Bayesian SINDy (spike-slab),78.0,0.06078948207720747,0.19661243100624096,True
baseline,noise_growth,31,Kalman OU,30.0,0.31534658489355005,-0.079031532280018,True
baseline,noise_growth,31,Kalman OU,38.0,0.26957501004274964,-0.033803429408356345,True
baseline,noise_growth,31,Kalman OU,46.0,-0.09115444343703638,0.004641387635246824,True
baseline,noise_growth,31,Kalman OU,54.0,-0.5631487619698594,0.11659183381917043,True
baseline,noise_growth,31,Kalman OU,62.0,-0.7403602191750451,0.15512682521805704,True
baseline,noise_growth,31,Kalman OU,70.0,-0.10560032924106455,0.1872484915604668,True
baseline,noise_growth,31,Kalman OU,78.0,0.16341277148670252,0.17571240940878508,True
baseline,noise_growth,31,Latent Neural SDE (VI),30.0,-0.989854097366333,-0.020568275899184335,True
baseline,noise_growth,31,Latent Neural SDE (VI),38.0,-0.2910940647125244,-0.00016503602552864205,True
baseline,noise_growth,31,Latent Neural SDE (VI),46.0,0.013936161994934082,-0.003578290297465425,True
baseline,noise_growth,31,Latent Neural SDE (VI),54.0,-0.439910888671875,0.04276911532841404,True
baseline,noise_growth,31,Latent Neural SDE (VI),62.0,-0.6326044797897339,0.07066285605858869,True
baseline,noise_growth,31,Latent Neural SDE (VI),70.0,-0.4398442506790161,0.13159019575236774,True
baseline,noise_growth,31,Latent Neural SDE (VI),78.0,-0.06805849075317383,0.19814882755411267,True
baseline,noise_growth,31,Moment OU,30.0,-0.34940209359008256,-0.007672612938603829,True
baseline,noise_growth,31,Moment OU,38.0,0.04922636988133178,-0.007221993159967882,True
baseline,noise_growth,31,Moment OU,46.0,0.23024247788747365,-0.030042149053502165,True
baseline,noise_growth,31,Moment OU,54.0,-0.09313429204725465,0.060550650803048334,True
baseline,noise_growth,31,Moment OU,62.0,-0.5162744797899785,0.11713526883965786,True
baseline,noise_growth,31,Moment OU,70.0,-0.3826671160848789,0.20634090293267443,True
baseline,noise_growth,31,Moment OU,78.0,-0.012415709002924435,0.25512485158414727,True
baseline,noise_growth,31,Neural SDE (Euler),30.0,-0.9688812494277954,-0.01597879048190126,True
baseline,noise_growth,31,Neural SDE (Euler),38.0,-0.3359079360961914,-0.0008016550177750159,True
baseline,noise_growth,31,Neural SDE (Euler),46.0,0.032036423683166504,-0.00821389582678625,True
baseline,noise_growth,31,Neural SDE (Euler),54.0,-0.17570114135742188,0.043432353419257136,True
baseline,noise_growth,31,Neural SDE (Euler),62.0,-0.4503079652786255,0.06875191616864931,True
baseline,noise_growth,31,Neural SDE (Euler),70.0,-0.2966867685317993,0.13505529119692136,True
baseline,noise_growth,31,Neural SDE (Euler),78.0,-0.005471944808959961,0.20895356876527663,True
baseline,noise_growth,31,SINDy-STLSQ,30.0,-0.9754182574455125,-0.009121763878888495,True
baseline,noise_growth,31,SINDy-STLSQ,38.0,-0.845258277526458,-0.011179961130895283,True
baseline,noise_growth,31,SINDy-STLSQ,46.0,-0.2233804382509018,-0.014197804213752885,True
baseline,noise_growth,31,SINDy-STLSQ,54.0,0.20476000299341357,0.05252354459183589,True
baseline,noise_growth,31,SINDy-STLSQ,62.0,-0.2772391088647347,0.07426969980353432,True
baseline,noise_growth,31,SINDy-STLSQ,70.0,-0.3073305486027643,0.13088308410637461,True
baseline,noise_growth,31,SINDy-STLSQ,78.0,0.5892705846817584,0.19815389414016743,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),30.0,0.36466918697706396,0.0646962236147226,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),38.0,0.6572841878776331,0.08698389148926639,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),46.0,0.02538813346197699,0.09451203372590827,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),54.0,0.7811981741600806,0.14267841962785688,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),62.0,0.8650757284184067,0.1476960312615005,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),70.0,0.31574666920397476,0.17083030140867994,True
baseline,noise_growth,32,Bayesian SINDy (spike-slab),78.0,-0.2339605156307244,0.2785999250910408,True
baseline,noise_growth,32,Kalman OU,30.0,0.1249292278148939,0.052844783618248264,True
baseline,noise_growth,32,Kalman OU,38.0,0.12175118939474194,0.11051420060646328,True
baseline,noise_growth,32,Kalman OU,46.0,0.22729398343290053,0.025842304421221513,True
baseline,noise_growth,32,Kalman OU,54.0,0.40678641038608654,0.10482244448022349,True
baseline,noise_growth,32,Kalman OU,62.0,0.28544184404589,0.16997417162801148,True
baseline,noise_growth,32,Kalman OU,70.0,-0.3741711766032563,0.21887149288714047,True
baseline,noise_growth,32,Kalman OU,78.0,-0.18939476661688204,0.2934507371606671,True
baseline,noise_growth,32,Latent Neural SDE (VI),30.0,0.4279179573059082,0.053517586615636686,True
baseline,noise_growth,32,Latent Neural SDE (VI),38.0,0.6363546252250671,0.07679427264550295,True
baseline,noise_growth,32,Latent Neural SDE (VI),46.0,-0.9711815118789673,0.10657575262889149,True
baseline,noise_growth,32,Latent Neural SDE (VI),54.0,-0.039045095443725586,0.09900216511621365,True
baseline,noise_growth,32,Latent Neural SDE (VI),62.0,0.3147459030151367,0.09494090335362668,True
baseline,noise_growth,32,Latent Neural SDE (VI),70.0,-0.04389643669128418,0.17594547640644984,True
baseline,noise_growth,32,Latent Neural SDE (VI),78.0,-0.19291436672210693,0.266777929839073,True
baseline,noise_growth,32,Moment OU,30.0,0.09405642213481546,0.06975996317419136,True
baseline,noise_growth,32,Moment OU,38.0,0.37146029912162715,0.08347664148544698,True
baseline,noise_growth,32,Moment OU,46.0,-0.1541677085049764,0.10622215295155352,True
baseline,noise_growth,32,Moment OU,54.0,0.432850651778239,0.14149911205740523,True
baseline,noise_growth,32,Moment OU,62.0,0.3486897658916024,0.17047972938706318,True
baseline,noise_growth,32,Moment OU,70.0,-0.4146066761606184,0.2202837894738312,True
baseline,noise_growth,32,Moment OU,78.0,-0.3702484338283394,0.3565446554984971,True
baseline,noise_growth,32,Neural SDE (Euler),30.0,0.2607380151748657,0.05864188152594116,True
baseline,noise_growth,32,Neural SDE (Euler),38.0,0.5349541902542114,0.08503799536184417,True
baseline,noise_growth,32,Neural SDE (Euler),46.0,-1.145548939704895,0.10901890727950389,True
baseline,noise_growth,32,Neural SDE (Euler),54.0,-0.4114573001861572,0.08884096978053338,True
baseline,noise_growth,32,Neural SDE (Euler),62.0,0.10966432094573975,0.09624179087768561,True
baseline,noise_growth,32,Neural SDE (Euler),70.0,-0.17187047004699707,0.1927283971098144,True
baseline,noise_growth,32,Neural SDE (Euler),78.0,-0.2722574472427368,0.2779260202049946,True
baseline,noise_growth,32,SINDy-STLSQ,30.0,-0.15380952480752985,0.057817821703297245,True
baseline,noise_growth,32,SINDy-STLSQ,38.0,0.3135751676654807,0.08123413537068547,True
baseline,noise_growth,32,SINDy-STLSQ,46.0,-1.0766574777128128,0.0913969394025686,True
baseline,noise_growth,32,SINDy-STLSQ,54.0,-0.27024369637482226,0.1377413536966829,True
baseline,noise_growth,32,SINDy-STLSQ,62.0,0.054961556754893115,0.14508630966603908,True
baseline,noise_growth,32,SINDy-STLSQ,70.0,0.05616953980574013,0.16467128908218842,True
baseline,noise_growth,32,SINDy-STLSQ,78.0,-0.46511014688195407,0.2776443652687802,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),30.0,0.23149796818130353,0.024313303636541994,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),38.0,0.347415918597514,-0.03490337345145045,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),46.0,0.7732761445482362,0.00015616414397257028,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),54.0,0.22469044564312302,0.04953644078447955,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),62.0,0.5334422904100393,0.06293235057105001,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),70.0,0.6886737715003604,0.1067977125431866,True
baseline,noise_growth,33,Bayesian SINDy (spike-slab),78.0,0.49580139100820964,0.21423811461147962,True
baseline,noise_growth,33,Kalman OU,30.0,-0.559835617821655,0.1367170692506003,True
baseline,noise_growth,33,Kalman OU,38.0,-0.5564132466955007,0.08806176839947852,True
baseline,noise_growth,33,Kalman OU,46.0,-0.08870630205851304,0.11929328362142161,True
baseline,noise_growth,33,Kalman OU,54.0,-0.7391819133030866,0.18574240617455584,True
baseline,noise_growth,33,Kalman OU,62.0,-0.32062235672922423,0.1917779197972908,True
baseline,noise_growth,33,Kalman OU,70.0,-0.11081957249025554,0.1845036028782544,True
baseline,noise_growth,33,Kalman OU,78.0,-0.08050823354820169,0.2245208401755278,True
baseline,noise_growth,33,Latent Neural SDE (VI),30.0,0.16774404048919678,0.07571252463959649,True
baseline,noise_growth,33,Latent Neural SDE (VI),38.0,0.2463662028312683,-0.017212181904624757,True
baseline,noise_growth,33,Latent Neural SDE (VI),46.0,0.37848931550979614,-0.049091981356232606,True
baseline,noise_growth,33,Latent Neural SDE (VI),54.0,0.11723792552947998,0.022305567823718286,True
baseline,noise_growth,33,Latent Neural SDE (VI),62.0,0.29952991008758545,0.05586189296270061,True
baseline,noise_growth,33,Latent Neural SDE (VI),70.0,0.7288205325603485,0.1341930723058946,True
baseline,noise_growth,33,Latent Neural SDE (VI),78.0,-0.3055688142776489,0.1982508175889734,True
baseline,noise_growth,33,Moment OU,30.0,0.5049180278070151,0.005555372678713477,True
baseline,noise_growth,33,Moment OU,38.0,0.6931925511113541,-0.06891617283323645,True
baseline,noise_growth,33,Moment OU,46.0,0.35814397992653824,0.0357448712906967,True
baseline,noise_growth,33,Moment OU,54.0,0.44495325415029297,0.03582639787665348,True
baseline,noise_growth,33,Moment OU,62.0,0.5140537173910644,0.08038053590591737,True
baseline,noise_growth,33,Moment OU,70.0,0.6336939306159921,0.11774459263338544,True
baseline,noise_growth,33,Moment OU,78.0,0.5924521908861581,0.22454852304127754,True
baseline,noise_growth,33,Neural SDE (Euler),30.0,0.12353980541229248,0.08105043591280026,True
baseline,noise_growth,33,Neural SDE (Euler),38.0,0.2501482367515564,-0.008729173546278335,True
baseline,noise_growth,33,Neural SDE (Euler),46.0,0.38668811321258545,-0.032718925765220896,True
baseline,noise_growth,33,Neural SDE (Euler),54.0,0.14167284965515137,0.026947459737044044,True
baseline,noise_growth,33,Neural SDE (Euler),62.0,0.39931780099868774,0.04896531882710026,True
baseline,noise_growth,33,Neural SDE (Euler),70.0,0.6900495290756226,0.15123482090350654,True
baseline,noise_growth,33,Neural SDE (Euler),78.0,-0.2902185916900635,0.23270297995384415,True
baseline,noise_growth,33,SINDy-STLSQ,30.0,0.07259370036131685,0.022001942518666828,True
baseline,noise_growth,33,SINDy-STLSQ,38.0,0.6054151204381658,-0.03532655313755298,True
baseline,noise_growth,33,SINDy-STLSQ,46.0,0.7259080647157867,0.0017566164801000594,True
baseline,noise_growth,33,SINDy-STLSQ,54.0,0.21368845025737793,0.04742860364962026,True
baseline,noise_growth,33,SINDy-STLSQ,62.0,0.42973123156695836,0.06159829476160972,True
baseline,noise_growth,33,SINDy-STLSQ,70.0,0.44351326945095326,0.10141700791677438,True
baseline,noise_growth,33,SINDy-STLSQ,78.0,0.5889488092991136,0.20959942344875582,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),30.0,0.11227052787832714,0.003951777056912936,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),38.0,0.2927779645624954,0.03189379237016496,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),46.0,0.3475253576041954,0.060905903276756684,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),54.0,-0.8513858607393435,0.11114964928686202,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),62.0,0.3044564240916553,0.16928773206507478,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),70.0,0.40174227746297075,0.20802993124052235,True
baseline,noise_growth,34,Bayesian SINDy (spike-slab),78.0,0.36361333109480015,0.25088463800047545,True
baseline,noise_growth,34,Kalman OU,30.0,0.43224832793541546,-0.04885560038209233,True
baseline,noise_growth,34,Kalman OU,38.0,0.4073834738566475,0.004913123788669677,True
baseline,noise_growth,34,Kalman OU,46.0,0.3899775272755691,0.05975505524727012,True
baseline,noise_growth,34,Kalman OU,54.0,-0.740277578359541,0.15453966365861713,True
baseline,noise_growth,34,Kalman OU,62.0,0.24171068734886436,0.14627401519726832,True
baseline,noise_growth,34,Kalman OU,70.0,0.477366740772428,0.16691567758785178,True
baseline,noise_growth,34,Kalman OU,78.0,0.34290799000812167,0.2298890224628757,True
baseline,noise_growth,34,Latent Neural SDE (VI),30.0,0.5790861248970032,0.021349908150105373,True
baseline,noise_growth,34,Latent Neural SDE (VI),38.0,1.096332609653473,0.02181733327761029,True
baseline,noise_growth,34,Latent Neural SDE (VI),46.0,-0.6649982929229736,0.015411101152188522,True
baseline,noise_growth,34,Latent Neural SDE (VI),54.0,-1.2891690731048584,0.10473003003708867,True
baseline,noise_growth,34,Latent Neural SDE (VI),62.0,0.6658458709716797,0.1865154334558279,True
baseline,noise_growth,34,Latent Neural SDE (VI),70.0,0.7912956476211548,0.1896796857218158,True
baseline,noise_growth,34,Latent Neural SDE (VI),78.0,-0.5671606063842773,0.2700147741500821,True
baseline,noise_growth,34,Moment OU,30.0,0.03477795937344286,0.0008941973984822327,True
baseline,noise_growth,34,Moment OU,38.0,0.17257335335411617,0.03466382079636418,True
baseline,noise_growth,34,Moment OU,46.0,0.03043726769889432,0.09208032881591321,True
baseline,noise_growth,34,Moment OU,54.0,-0.7755941972563729,0.16050146169124468,True
baseline,noise_growth,34,Moment OU,62.0,-0.2599719965540279,0.21506306847175932,True
baseline,noise_growth,34,Moment OU,70.0,-0.1037861463695231,0.26587835432862517,True
baseline,noise_growth,34,Moment OU,78.0,-0.19907197593822912,0.32009037621750924,True
baseline,noise_growth,34,Neural SDE (Euler),30.0,0.42331647872924805,0.022501940073271498,True
baseline,noise_growth,34,Neural SDE (Euler),38.0,0.888500452041626,0.02388143283007782,True
baseline,noise_growth,34,Neural SDE (Euler),46.0,-1.07223379611969,0.02032571926994972,True
baseline,noise_growth,34,Neural SDE (Euler),54.0,-1.4449032545089722,0.1033070816161421,True
baseline,noise_growth,34,Neural SDE (Euler),62.0,0.4199899435043335,0.17989772246847285,True
baseline,noise_growth,34,Neural SDE (Euler),70.0,0.412375807762146,0.20168277300382037,True
baseline,noise_growth,34,Neural SDE (Euler),78.0,-0.9801579713821411,0.29580809579406175,True
baseline,noise_growth,34,SINDy-STLSQ,30.0,-0.9248518681798231,0.0009493801677478431,True
baseline,noise_growth,34,SINDy-STLSQ,38.0,-0.2951315223218107,0.030201720170999757,True
baseline,noise_growth,34,SINDy-STLSQ,46.0,-0.38913460879063944,0.059591880978469014,True
baseline,noise_growth,34,SINDy-STLSQ,54.0,-1.8829368355026515,0.11429535133938129,True
baseline,noise_growth,34,SINDy-STLSQ,62.0,-0.413204472717316,0.16497211376348087,True
baseline,noise_growth,34,SINDy-STLSQ,70.0,0.2863461053290984,0.20027073885250746,True
baseline,noise_growth,34,SINDy-STLSQ,78.0,-1.9832123942487452,0.2297252772204098,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),30.0,-0.19355255330002052,0.026484662120257546,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),38.0,-0.6411502499966432,0.025218570650268807,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),46.0,-0.2559435692327665,0.01190048061324589,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),54.0,-1.245129310143445,0.028251857389593543,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),62.0,-1.0955197905283582,0.08311741357786287,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),70.0,0.41362749820003736,0.16196552678907164,True
baseline,noise_growth,35,Bayesian SINDy (spike-slab),78.0,0.29730132816150906,0.24888269158613538,True
baseline,noise_growth,35,Kalman OU,30.0,0.298559773690246,-0.023151291550846137,True
baseline,noise_growth,35,Kalman OU,38.0,0.6915072644395579,-0.0706683915139727,True
baseline,noise_growth,35,Kalman OU,46.0,-0.27724322147998626,0.034975839685069815,True
baseline,noise_growth,35,Kalman OU,54.0,-1.2405345079471215,0.08995499389380221,True
baseline,noise_growth,35,Kalman OU,62.0,-0.42733843023709883,0.058644378849525974,True
baseline,noise_growth,35,Kalman OU,70.0,0.6055277814456654,0.11148520948249055,True
baseline,noise_growth,35,Kalman OU,78.0,0.10263324025305409,0.28276415630600227,True
baseline,noise_growth,35,Latent Neural SDE (VI),30.0,-0.23000621795654297,-0.0010505193542832136,True
baseline,noise_growth,35,Latent Neural SDE (VI),38.0,-0.20563912391662598,0.03455479413178095,True
baseline,noise_growth,35,Latent Neural SDE (VI),46.0,0.03630495071411133,0.0018514310079295049,True
baseline,noise_growth,35,Latent Neural SDE (VI),54.0,-1.950162410736084,0.02738862160123043,True
baseline,noise_growth,35,Latent Neural SDE (VI),62.0,-0.5235154628753662,0.07569583224428508,True
baseline,noise_growth,35,Latent Neural SDE (VI),70.0,0.6286264657974243,0.11311625394278588,True
baseline,noise_growth,35,Latent Neural SDE (VI),78.0,0.4465683698654175,0.2660143524463894,True
baseline,noise_growth,35,Moment OU,30.0,-0.2330973917648771,0.04113164781100301,True
baseline,noise_growth,35,Moment OU,38.0,-0.5827346836175868,0.07080748880367418,True
baseline,noise_growth,35,Moment OU,46.0,-0.1592929268012806,0.020083108534943356,True
baseline,noise_growth,35,Moment OU,54.0,-1.209439708268228,0.08086210280761272,True
baseline,noise_growth,35,Moment OU,62.0,-1.2026191406342088,0.14644106297526713,True
