condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
combined,transcritical,stability_loss,26,Moment OU,38.0,,,False
combined,transcritical,stability_loss,26,Moment OU,54.0,,,False
combined,transcritical,stability_loss,26,Moment OU,70.0,,,False
combined,transcritical,stability_loss,26,Moment OU,78.0,,,False
combined,transcritical,stability_loss,26,Neural SDE (Euler),38.0,,,False
combined,transcritical,stability_loss,26,Neural SDE (Euler),54.0,,,False
combined,transcritical,stability_loss,26,Neural SDE (Euler),70.0,,,False
combined,transcritical,stability_loss,26,Neural SDE (Euler),78.0,,,False
combined,transcritical,stability_loss,26,SINDy-STLSQ,38.0,,,False
combined,transcritical,stability_loss,26,SINDy-STLSQ,54.0,,,False
combined,transcritical,stability_loss,26,SINDy-STLSQ,70.0,,,False
combined,transcritical,stability_loss,26,SINDy-STLSQ,78.0,,,False
combined,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stability_loss,27,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stability_loss,27,Kalman OU,38.0,1.4491170334049739,0.15008952472811832,True
combined,transcritical,stability_loss,27,Kalman OU,54.0,2.2825105917349484,0.13661990506507474,True
combined,transcritical,stability_loss,27,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stability_loss,27,Kalman OU,78.0,2.7709757028876436,0.025072671147058984,True
combined,transcritical,stability_loss,27,Latent Neural SDE (VI),38.0,1.8130744695663452,-0.019818587619489153,True
combined,transcritical,stability_loss,27,Latent Neural SDE (VI),54.0,1.6559325456619263,0.014571655775710748,True
combined,transcritical,stability_loss,27,Latent Neural SDE (VI),70.0,1.049940586090088,0.07248107670415542,True
combined,transcritical,stability_loss,27,Latent Neural SDE (VI),78.0,0.7020199298858643,0.06608708323678282,True
combined,transcritical,stability_loss,27,Moment OU,38.0,,,False
combined,transcritical,stability_loss,27,Moment OU,54.0,,,False
combined,transcritical,stability_loss,27,Moment OU,70.0,,,False
combined,transcritical,stability_loss,27,Moment OU,78.0,,,False
combined,transcritical,stability_loss,27,Neural SDE (Euler),38.0,,,False
combined,transcritical,stability_loss,27,Neural SDE (Euler),54.0,,,False
combined,transcritical,stability_loss,27,Neural SDE (Euler),70.0,,,False
combined,transcritical,stability_loss,27,Neural SDE (Euler),78.0,,,False
combined,transcritical,stability_loss,27,SINDy-STLSQ,38.0,,,False
combined,transcritical,stability_loss,27,SINDy-STLSQ,54.0,,,False
combined,transcritical,stability_loss,27,SINDy-STLSQ,70.0,,,False
combined,transcritical,stability_loss,27,SINDy-STLSQ,78.0,,,False
combined,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),38.0,1.3972999274228373,0.014299840322636273,True
combined,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),54.0,1.194092131566676,0.05300706029272348,True
combined,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stability_loss,28,Bayesian SINDy (spike-slab),78.0,1.1622091992103243,0.04266329613322366,True
combined,transcritical,stability_loss,28,Kalman OU,38.0,2.786362159258038,0.04757487059372195,True
combined,transcritical,stability_loss,28,Kalman OU,54.0,2.7176672590943087,0.0413514898999356,True
combined,transcritical,stability_loss,28,Kalman OU,70.0,2.8266407867664762,0.04510948661684519,True
combined,transcritical,stability_loss,28,Kalman OU,78.0,1.0027445585926134,0.14476473020073657,True
combined,transcritical,stability_loss,28,Latent Neural SDE (VI),38.0,-0.04936492443084717,0.0069192534432502145,True
combined,transcritical,stability_loss,28,Latent Neural SDE (VI),54.0,0.11743700504302979,0.012961733744291493,True
combined,transcritical,stability_loss,28,Latent Neural SDE (VI),70.0,0.038072168827056885,0.011630936162876485,True
combined,transcritical,stability_loss,28,Latent Neural SDE (VI),78.0,-0.04903209209442139,0.024821980440553712,True
combined,transcritical,stability_loss,28,Moment OU,38.0,,,False
combined,transcritical,stability_loss,28,Moment OU,54.0,,,False
combined,transcritical,stability_loss,28,Moment OU,70.0,,,False
combined,transcritical,stability_loss,28,Moment OU,78.0,,,False
combined,transcritical,stability_loss,28,Neural SDE (Euler),38.0,1.4473319798707962,0.02783480121783194,True
combined,transcritical,stability_loss,28,Neural SDE (Euler),54.0,0.6654977202415466,0.06292753638673788,True
combined,transcritical,stability_loss,28,Neural SDE (Euler),70.0,,,False
combined,transcritical,stability_loss,28,Neural SDE (Euler),78.0,0.049932003021240234,0.04908396577507129,True
combined,transcritical,stability_loss,28,SINDy-STLSQ,38.0,0.21074207309407567,0.015725630565932014,True
combined,transcritical,stability_loss,28,SINDy-STLSQ,54.0,-0.674613874746135,0.037723821928964174,True
combined,transcritical,stability_loss,28,SINDy-STLSQ,70.0,,,False
combined,transcritical,stability_loss,28,SINDy-STLSQ,78.0,0.4880897038948835,0.03173475959357319,True
combined,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stability_loss,29,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stability_loss,29,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stability_loss,29,Kalman OU,54.0,1.6943998444475796,0.0831197728429647,True
combined,transcritical,stability_loss,29,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stability_loss,29,Kalman OU,78.0,2.750361256307349,0.03537854362229158,True
combined,transcritical,stability_loss,29,Latent Neural SDE (VI),38.0,0.20815086364746094,0.06595119199357001,True
combined,transcritical,stability_loss,29,Latent Neural SDE (VI),54.0,0.2657301425933838,0.035709060286191946,True
combined,transcritical,stability_loss,29,Latent Neural SDE (VI),70.0,-0.4498332738876343,0.07879901171870109,True
combined,transcritical,stability_loss,29,Latent Neural SDE (VI),78.0,0.20809906721115112,0.09782791829471842,True
combined,transcritical,stability_loss,29,Moment OU,38.0,,,False
combined,transcritical,stability_loss,29,Moment OU,54.0,,,False
combined,transcritical,stability_loss,29,Moment OU,70.0,,,False
combined,transcritical,stability_loss,29,Moment OU,78.0,,,False
combined,transcritical,stability_loss,29,Neural SDE (Euler),38.0,,,False
combined,transcritical,stability_loss,29,Neural SDE (Euler),54.0,,,False
combined,transcritical,stability_loss,29,Neural SDE (Euler),70.0,,,False
combined,transcritical,stability_loss,29,Neural SDE (Euler),78.0,,,False
combined,transcritical,stability_loss,29,SINDy-STLSQ,38.0,,,False
combined,transcritical,stability_loss,29,SINDy-STLSQ,54.0,,,False
combined,transcritical,stability_loss,29,SINDy-STLSQ,70.0,,,False
combined,transcritical,stability_loss,29,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,0,Bayesian SINDy (spike-slab),38.0,0.3966911927045389,0.025886454524981277,True
combined,transcritical,stationary,0,Bayesian SINDy (spike-slab),54.0,0.5456269970320891,0.016220552545325374,True
combined,transcritical,stationary,0,Bayesian SINDy (spike-slab),70.0,1.502257286748095,0.027408173443316065,True
combined,transcritical,stationary,0,Bayesian SINDy (spike-slab),78.0,1.4499611336053388,0.0383918243175596,True
combined,transcritical,stationary,0,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,0,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,0,Kalman OU,70.0,2.2448477653684855,0.03396418325646529,True
combined,transcritical,stationary,0,Kalman OU,78.0,0.06776670728826373,0.15874274981307845,True
combined,transcritical,stationary,0,Latent Neural SDE (VI),38.0,1.5805671215057373,0.01900586587594981,True
combined,transcritical,stationary,0,Latent Neural SDE (VI),54.0,1.0119353532791138,0.037559296602559196,True
combined,transcritical,stationary,0,Latent Neural SDE (VI),70.0,0.8437181711196899,0.023974416232010375,True
combined,transcritical,stationary,0,Latent Neural SDE (VI),78.0,1.7341739535331726,0.019801830182170695,True
combined,transcritical,stationary,0,Moment OU,38.0,,,False
combined,transcritical,stationary,0,Moment OU,54.0,,,False
combined,transcritical,stationary,0,Moment OU,70.0,,,False
combined,transcritical,stationary,0,Moment OU,78.0,,,False
combined,transcritical,stationary,0,Neural SDE (Euler),38.0,1.9418959617614746,0.023372583414573447,True
combined,transcritical,stationary,0,Neural SDE (Euler),54.0,1.1058881282806396,0.02824682624089815,True
combined,transcritical,stationary,0,Neural SDE (Euler),70.0,2.1422173976898193,0.046804535111610826,True
combined,transcritical,stationary,0,Neural SDE (Euler),78.0,1.8065764904022217,0.029919517652889138,True
combined,transcritical,stationary,0,SINDy-STLSQ,38.0,1.7628107289404609,0.027198252955183744,True
combined,transcritical,stationary,0,SINDy-STLSQ,54.0,0.898866240828295,0.01827867645420038,True
combined,transcritical,stationary,0,SINDy-STLSQ,70.0,2.345561808869338,0.0292337701123265,True
combined,transcritical,stationary,0,SINDy-STLSQ,78.0,2.427447521209875,0.03876100853546521,True
combined,transcritical,stationary,1,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,1,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,1,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,1,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,1,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,1,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,1,Kalman OU,70.0,0.9237872939810066,0.16097915492923548,True
combined,transcritical,stationary,1,Kalman OU,78.0,0.0,0.0,True
combined,transcritical,stationary,1,Latent Neural SDE (VI),38.0,0.2253659963607788,-0.010646363592056507,True
combined,transcritical,stationary,1,Latent Neural SDE (VI),54.0,0.9764050245285034,-0.01919300715689206,True
combined,transcritical,stationary,1,Latent Neural SDE (VI),70.0,1.218217134475708,-0.011898983072054524,True
combined,transcritical,stationary,1,Latent Neural SDE (VI),78.0,0.7258803844451904,-0.024265025196587707,True
combined,transcritical,stationary,1,Moment OU,38.0,,,False
combined,transcritical,stationary,1,Moment OU,54.0,,,False
combined,transcritical,stationary,1,Moment OU,70.0,,,False
combined,transcritical,stationary,1,Moment OU,78.0,,,False
combined,transcritical,stationary,1,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,1,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,1,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,1,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,1,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,1,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,1,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,1,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,2,Bayesian SINDy (spike-slab),38.0,0.7815911156054437,0.005355300201630692,True
combined,transcritical,stationary,2,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,2,Bayesian SINDy (spike-slab),70.0,-1.254604599567703,-0.027599132466367242,True
combined,transcritical,stationary,2,Bayesian SINDy (spike-slab),78.0,0.1318160131695043,-2.3299747859806264e-05,True
combined,transcritical,stationary,2,Kalman OU,38.0,0.0,0.06106906321594677,True
combined,transcritical,stationary,2,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,2,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stationary,2,Kalman OU,78.0,0.0,0.0,True
combined,transcritical,stationary,2,Latent Neural SDE (VI),38.0,0.4047560691833496,0.009641087029614026,True
combined,transcritical,stationary,2,Latent Neural SDE (VI),54.0,1.6524486541748047,-0.004240376580102942,True
combined,transcritical,stationary,2,Latent Neural SDE (VI),70.0,-0.2972524166107178,-0.01124183118924793,True
combined,transcritical,stationary,2,Latent Neural SDE (VI),78.0,1.0339207649230957,0.01913690282681052,True
combined,transcritical,stationary,2,Moment OU,38.0,,,False
combined,transcritical,stationary,2,Moment OU,54.0,,,False
combined,transcritical,stationary,2,Moment OU,70.0,,,False
combined,transcritical,stationary,2,Moment OU,78.0,,,False
combined,transcritical,stationary,2,Neural SDE (Euler),38.0,1.4919332265853882,0.015804272415505208,True
combined,transcritical,stationary,2,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,2,Neural SDE (Euler),70.0,0.15354108810424805,-0.0010219640907558475,True
combined,transcritical,stationary,2,Neural SDE (Euler),78.0,1.2003581523895264,0.0023916479664591456,True
combined,transcritical,stationary,2,SINDy-STLSQ,38.0,-0.11970794454881473,0.0034658585923264817,True
combined,transcritical,stationary,2,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,2,SINDy-STLSQ,70.0,-1.94710124580712,-0.030984993807784383,True
combined,transcritical,stationary,2,SINDy-STLSQ,78.0,-0.2867023878423163,9.837382213301327e-05,True
combined,transcritical,stationary,3,Bayesian SINDy (spike-slab),38.0,0.3472127565681893,0.0434642027295633,True
combined,transcritical,stationary,3,Bayesian SINDy (spike-slab),54.0,0.20937862397770024,0.028060865836595332,True
combined,transcritical,stationary,3,Bayesian SINDy (spike-slab),70.0,0.5775932400028412,0.028824395203372356,True
combined,transcritical,stationary,3,Bayesian SINDy (spike-slab),78.0,1.4853830645656039,0.03405010913250519,True
combined,transcritical,stationary,3,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,3,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,3,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stationary,3,Kalman OU,78.0,1.2542874813120406,0.16639774398746487,True
combined,transcritical,stationary,3,Latent Neural SDE (VI),38.0,-0.9086732864379883,0.05152587014823824,True
combined,transcritical,stationary,3,Latent Neural SDE (VI),54.0,-0.26014232635498047,0.0402192764847404,True
combined,transcritical,stationary,3,Latent Neural SDE (VI),70.0,-0.8249384164810181,0.043055557896962374,True
combined,transcritical,stationary,3,Latent Neural SDE (VI),78.0,-1.2415696382522583,0.06969352071567045,True
combined,transcritical,stationary,3,Moment OU,38.0,,,False
combined,transcritical,stationary,3,Moment OU,54.0,,,False
combined,transcritical,stationary,3,Moment OU,70.0,,,False
combined,transcritical,stationary,3,Moment OU,78.0,,,False
combined,transcritical,stationary,3,Neural SDE (Euler),38.0,-1.3500089645385742,0.047457909242451926,True
combined,transcritical,stationary,3,Neural SDE (Euler),54.0,-0.7215323448181152,0.06462337671100052,True
combined,transcritical,stationary,3,Neural SDE (Euler),70.0,-1.0428283214569092,0.03077710187899896,True
combined,transcritical,stationary,3,Neural SDE (Euler),78.0,0.4065753221511841,-0.014114230733304589,True
combined,transcritical,stationary,3,SINDy-STLSQ,38.0,0.15444632304623696,0.04563082631573786,True
combined,transcritical,stationary,3,SINDy-STLSQ,54.0,0.30932422752622335,0.02587138449807528,True
combined,transcritical,stationary,3,SINDy-STLSQ,70.0,0.5113042661336182,0.035096499844928165,True
combined,transcritical,stationary,3,SINDy-STLSQ,78.0,0.7171265431820286,0.016589359891793214,True
combined,transcritical,stationary,4,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,4,Bayesian SINDy (spike-slab),54.0,-2.262842413331477,-0.005233729926218678,True
combined,transcritical,stationary,4,Bayesian SINDy (spike-slab),70.0,-2.0659106204510835,-0.004438980996629427,True
combined,transcritical,stationary,4,Bayesian SINDy (spike-slab),78.0,-0.8211825222455191,-0.0064115723184269766,True
combined,transcritical,stationary,4,Kalman OU,38.0,-2.267057029258111,-0.07876467797502591,True
combined,transcritical,stationary,4,Kalman OU,54.0,-2.267057029258111,-0.07876467797502591,True
combined,transcritical,stationary,4,Kalman OU,70.0,-2.267057029258111,-0.07876467797502591,True
combined,transcritical,stationary,4,Kalman OU,78.0,-0.8357978034823069,0.01783101854552499,True
combined,transcritical,stationary,4,Latent Neural SDE (VI),38.0,-1.7680806517601013,-0.028763983324154162,True
combined,transcritical,stationary,4,Latent Neural SDE (VI),54.0,-1.7964863181114197,-0.02391703519647273,True
combined,transcritical,stationary,4,Latent Neural SDE (VI),70.0,-0.5635831356048584,0.017678701947286976,True
combined,transcritical,stationary,4,Latent Neural SDE (VI),78.0,-1.4320903420448303,-0.009849869926675914,True
combined,transcritical,stationary,4,Moment OU,38.0,,,False
combined,transcritical,stationary,4,Moment OU,54.0,,,False
combined,transcritical,stationary,4,Moment OU,70.0,,,False
combined,transcritical,stationary,4,Moment OU,78.0,,,False
combined,transcritical,stationary,4,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,4,Neural SDE (Euler),54.0,-1.6836875975131989,-0.022240111978835866,True
combined,transcritical,stationary,4,Neural SDE (Euler),70.0,-2.7074603140354156,-0.05471414680713019,True
combined,transcritical,stationary,4,Neural SDE (Euler),78.0,-0.549496203660965,0.01873850760141038,True
combined,transcritical,stationary,4,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,4,SINDy-STLSQ,54.0,-1.5785165502483736,-0.011289088711198096,True
combined,transcritical,stationary,4,SINDy-STLSQ,70.0,-1.5311920408630133,-0.014732248425596443,True
combined,transcritical,stationary,4,SINDy-STLSQ,78.0,-0.29123974494325666,-0.01376633751718475,True
combined,transcritical,stationary,5,Bayesian SINDy (spike-slab),38.0,-0.3790226801170824,0.01407560398327,True
combined,transcritical,stationary,5,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,5,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,5,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,5,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,5,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,5,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stationary,5,Kalman OU,78.0,1.9528722536333347,0.10911809986167023,True
combined,transcritical,stationary,5,Latent Neural SDE (VI),38.0,-0.12855947017669678,0.010124859962475335,True
combined,transcritical,stationary,5,Latent Neural SDE (VI),54.0,0.7291886210441589,-0.010033128098093355,True
combined,transcritical,stationary,5,Latent Neural SDE (VI),70.0,0.9379017353057861,0.006895645723031266,True
combined,transcritical,stationary,5,Latent Neural SDE (VI),78.0,0.6143566370010376,-0.05541227921169843,True
combined,transcritical,stationary,5,Moment OU,38.0,,,False
combined,transcritical,stationary,5,Moment OU,54.0,,,False
combined,transcritical,stationary,5,Moment OU,70.0,,,False
combined,transcritical,stationary,5,Moment OU,78.0,,,False
combined,transcritical,stationary,5,Neural SDE (Euler),38.0,0.21587538719177246,0.009432231260278715,True
combined,transcritical,stationary,5,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,5,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,5,Neural SDE (Euler),78.0,,,False
combined,transcritical,stationary,5,SINDy-STLSQ,38.0,-1.0392299934422529,0.016309909934836622,True
combined,transcritical,stationary,5,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,5,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,5,SINDy-STLSQ,78.0,,,False
combined,transcritical,stationary,6,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,6,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,6,Bayesian SINDy (spike-slab),70.0,-0.25233005349145743,0.009164321385642327,True
combined,transcritical,stationary,6,Bayesian SINDy (spike-slab),78.0,-1.0431245965783955,-0.0047706382499021,True
combined,transcritical,stationary,6,Kalman OU,38.0,-1.9332647702160644,-0.07783269279366672,True
combined,transcritical,stationary,6,Kalman OU,54.0,-1.9332647702160644,-0.07783269279366672,True
combined,transcritical,stationary,6,Kalman OU,70.0,-1.9332647702160644,-0.07783269279366672,True
combined,transcritical,stationary,6,Kalman OU,78.0,-1.9332647702160644,-0.07783269279366672,True
combined,transcritical,stationary,6,Latent Neural SDE (VI),38.0,-0.9303116202354431,-0.007568490343250467,True
combined,transcritical,stationary,6,Latent Neural SDE (VI),54.0,-0.5795395970344543,-0.019077045611855775,True
combined,transcritical,stationary,6,Latent Neural SDE (VI),70.0,-1.7854945063591003,-0.017970942287115488,True
combined,transcritical,stationary,6,Latent Neural SDE (VI),78.0,-1.6234208941459656,-0.03499555429861951,True
combined,transcritical,stationary,6,Moment OU,38.0,,,False
combined,transcritical,stationary,6,Moment OU,54.0,,,False
combined,transcritical,stationary,6,Moment OU,70.0,,,False
combined,transcritical,stationary,6,Moment OU,78.0,,,False
combined,transcritical,stationary,6,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,6,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,6,Neural SDE (Euler),70.0,-2.150181293487549,-0.010135701278720183,True
combined,transcritical,stationary,6,Neural SDE (Euler),78.0,-1.7068028450012207,-0.022591245689708946,True
combined,transcritical,stationary,6,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,6,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,6,SINDy-STLSQ,70.0,-2.8362104699639676,-0.00040446193834941385,True
combined,transcritical,stationary,6,SINDy-STLSQ,78.0,-0.9622840457512449,0.002436390902766268,True
combined,transcritical,stationary,7,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,7,Bayesian SINDy (spike-slab),54.0,0.8213285630095117,-0.01680623702283318,True
combined,transcritical,stationary,7,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,7,Bayesian SINDy (spike-slab),78.0,-0.29231080700114753,-0.00499370311975908,True
combined,transcritical,stationary,7,Kalman OU,38.0,0.0,0.0,True
combined,transcritical,stationary,7,Kalman OU,54.0,1.1525021257332266,0.08401900976399526,True
combined,transcritical,stationary,7,Kalman OU,70.0,0.0,0.0,True
combined,transcritical,stationary,7,Kalman OU,78.0,0.0,0.0,True
combined,transcritical,stationary,7,Latent Neural SDE (VI),38.0,0.7500722408294678,-0.017944219320005936,True
combined,transcritical,stationary,7,Latent Neural SDE (VI),54.0,2.0598880648612976,-0.012671414879630735,True
combined,transcritical,stationary,7,Latent Neural SDE (VI),70.0,1.0193017721176147,0.05070969652771144,True
combined,transcritical,stationary,7,Latent Neural SDE (VI),78.0,1.425706148147583,0.028206151628859588,True
combined,transcritical,stationary,7,Moment OU,38.0,,,False
combined,transcritical,stationary,7,Moment OU,54.0,,,False
combined,transcritical,stationary,7,Moment OU,70.0,,,False
combined,transcritical,stationary,7,Moment OU,78.0,,,False
combined,transcritical,stationary,7,Neural SDE (Euler),38.0,,,False
combined,transcritical,stationary,7,Neural SDE (Euler),54.0,1.4684271812438965,-0.02584400242936108,True
combined,transcritical,stationary,7,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,7,Neural SDE (Euler),78.0,0.30713605880737305,0.012158690654440168,True
combined,transcritical,stationary,7,SINDy-STLSQ,38.0,,,False
combined,transcritical,stationary,7,SINDy-STLSQ,54.0,2.164067255473485,-0.015855743461494258,True
combined,transcritical,stationary,7,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,7,SINDy-STLSQ,78.0,2.841667498935955,0.010279268438486727,True
combined,transcritical,stationary,8,Bayesian SINDy (spike-slab),38.0,0.10016522567711772,0.01913032624034222,True
combined,transcritical,stationary,8,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,8,Bayesian SINDy (spike-slab),70.0,-0.24373148652009624,-0.01751115306999111,True
combined,transcritical,stationary,8,Bayesian SINDy (spike-slab),78.0,-0.48085247772519357,-0.00803917614277902,True
combined,transcritical,stationary,8,Kalman OU,38.0,0.01250769922684647,0.022829257780546258,True
combined,transcritical,stationary,8,Kalman OU,54.0,-1.2025235421410245,-0.14108590574428295,True
combined,transcritical,stationary,8,Kalman OU,70.0,-1.2025235421410245,-0.14108590574428295,True
combined,transcritical,stationary,8,Kalman OU,78.0,1.418657711987741,-0.10234750278038138,True
combined,transcritical,stationary,8,Latent Neural SDE (VI),38.0,-0.7920030951499939,0.02578530045830278,True
combined,transcritical,stationary,8,Latent Neural SDE (VI),54.0,-1.3998293280601501,-0.04575714988479511,True
combined,transcritical,stationary,8,Latent Neural SDE (VI),70.0,-1.945774495601654,-0.02831975037933024,True
combined,transcritical,stationary,8,Latent Neural SDE (VI),78.0,-0.43059247732162476,-0.015158481612868646,True
combined,transcritical,stationary,8,Moment OU,38.0,,,False
combined,transcritical,stationary,8,Moment OU,54.0,,,False
combined,transcritical,stationary,8,Moment OU,70.0,,,False
combined,transcritical,stationary,8,Moment OU,78.0,,,False
combined,transcritical,stationary,8,Neural SDE (Euler),38.0,-1.37488454580307,0.0255187905612433,True
combined,transcritical,stationary,8,Neural SDE (Euler),54.0,,,False
combined,transcritical,stationary,8,Neural SDE (Euler),70.0,-1.5324563384056091,-0.004214703917628251,True
combined,transcritical,stationary,8,Neural SDE (Euler),78.0,-0.5820998549461365,-0.0015193104751157899,True
combined,transcritical,stationary,8,SINDy-STLSQ,38.0,-0.3387890297195295,0.022121694357916652,True
combined,transcritical,stationary,8,SINDy-STLSQ,54.0,,,False
combined,transcritical,stationary,8,SINDy-STLSQ,70.0,-1.9358254270279338,-0.01732333358798052,True
combined,transcritical,stationary,8,SINDy-STLSQ,78.0,-1.4084683704539964,-0.007718558654675287,True
combined,transcritical,stationary,9,Bayesian SINDy (spike-slab),38.0,1.6565164813251414,0.03637507983383402,True
combined,transcritical,stationary,9,Bayesian SINDy (spike-slab),54.0,0.37333601201360267,0.04191824776828726,True
combined,transcritical,stationary,9,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,9,Bayesian SINDy (spike-slab),78.0,-0.45873617966672975,0.014075332965352363,True
combined,transcritical,stationary,9,Kalman OU,38.0,0.62016749870648,0.10618839714888996,True
combined,transcritical,stationary,9,Kalman OU,54.0,0.0,0.0,True
combined,transcritical,stationary,9,Kalman OU,70.0,0.0,0.06729838929160799,True
combined,transcritical,stationary,9,Kalman OU,78.0,2.484905423296788,0.03833227810648564,True
combined,transcritical,stationary,9,Latent Neural SDE (VI),38.0,0.08051347732543945,-0.02014478166250116,True
combined,transcritical,stationary,9,Latent Neural SDE (VI),54.0,0.7578290700912476,0.017676434991946148,True
combined,transcritical,stationary,9,Latent Neural SDE (VI),70.0,-0.5422316789627075,-0.00731761346147769,True
combined,transcritical,stationary,9,Latent Neural SDE (VI),78.0,-0.28324103355407715,0.02021236083039795,True
combined,transcritical,stationary,9,Moment OU,38.0,,,False
combined,transcritical,stationary,9,Moment OU,54.0,,,False
combined,transcritical,stationary,9,Moment OU,70.0,,,False
combined,transcritical,stationary,9,Moment OU,78.0,,,False
combined,transcritical,stationary,9,Neural SDE (Euler),38.0,-0.6524980068206787,-0.002864480503695848,True
combined,transcritical,stationary,9,Neural SDE (Euler),54.0,0.4417046308517456,0.057583640866049585,True
combined,transcritical,stationary,9,Neural SDE (Euler),70.0,,,False
combined,transcritical,stationary,9,Neural SDE (Euler),78.0,-2.481785535812378,0.007322155125677677,True
combined,transcritical,stationary,9,SINDy-STLSQ,38.0,0.09919992021487878,0.03450853254981738,True
combined,transcritical,stationary,9,SINDy-STLSQ,54.0,0.4703607191665098,0.040932335812180656,True
combined,transcritical,stationary,9,SINDy-STLSQ,70.0,,,False
combined,transcritical,stationary,9,SINDy-STLSQ,78.0,-1.6337594254507672,0.005262876602940083,True
combined,transcritical,stationary,10,Bayesian SINDy (spike-slab),38.0,,,False
combined,transcritical,stationary,10,Bayesian SINDy (spike-slab),54.0,,,False
combined,transcritical,stationary,10,Bayesian SINDy (spike-slab),70.0,,,False
combined,transcritical,stationary,10,Bayesian SINDy (spike-slab),78.0,,,False
combined,transcritical,stationary,10,Kalman OU,38.0,-0.18607293867473262,0.030125959678590886,True
combined,transcritical,stationary,10,Kalman OU,54.0,-1.8393253267576957,-0.11710689142144179,True
combined,transcritical,stationary,10,Kalman OU,70.0,-1.8393253267576957,-0.11710689142144179,True
